exchange_epoch_nanos,server_epoch_nanos,contract_name,symbol,expiry date,is_touchline_change,feed_message_id,inpacket_sequence_num,is_last_in_feed_message,event_type,transact_epoch_nanos,bp1,bq1,boc1,has_hidden_qty_bid,ap1,aq1,aoc1,has_hidden_qty_ask,bp2,bq2,boc2,ap2,aq2,aoc2,bp3,bq3,boc3,ap3,aq3,aoc3,bp4,bq4,boc4,ap4,aq4,aoc4,bp5,bq5,boc5,ap5,aq5,aoc5,previous_mid,mid,is_mid_change,weighted_mid,side,price,qty,order_count,qpos,old_qpos,oid1,oid2,priority,old_price,old_qty,aggressor_type,qty_in_last_trade,level
1747626308539991222,1747626308540017504,NSEFNO_HFCL_K25,HFCL,20250529,1,1958,1,0,TRADE_SUMMARY,1747626308540017504,89.41,4150.0,1.0,0.0,89.6,4150.0,1.0,0.0,89.36,4150.0,1.0,89.61,4150.0,1.0,89.17,4150.0,1.0,89.69,4150.0,1.0,89.16,4150.0,1.0,89.7,4150.0,1.0,89.15,8300.0,2.0,89.83,4150.0,1.0,89.505,89.505,0,89.505,--,89.41,4150,2.0,--,--,--,--,--,--,--,SELL,--,--
1747626308539991222,1747626308540017504,NSEFNO_HFCL_K25,HFCL,20250529,1,1958,2,0,TRADE,1747626308540017504,89.41,4150.0,1.0,0.0,89.6,4150.0,1.0,0.0,89.36,4150.0,1.0,89.61,4150.0,1.0,89.17,4150.0,1.0,89.69,4150.0,1.0,89.16,4150.0,1.0,89.7,4150.0,1.0,89.15,8300.0,2.0,89.83,4150.0,1.0,89.505,89.505,0,89.505,--,89.41,4150,--,--,--,2200000000011067.0,0.0,--,--,--,SELL,--,--
1747626308539991222,1747626308540017504,NSEFNO_HFCL_K25,HFCL,20250529,1,1958,3,1,CANCEL_TICK,1747626308540017504,89.36,4150.0,1.0,0.0,89.6,4150.0,1.0,0.0,89.17,4150.0,1.0,89.61,4150.0,1.0,89.16,4150.0,1.0,89.69,4150.0,1.0,89.15,8300.0,2.0,89.7,4150.0,1.0,89.07,4150.0,1.0,89.83,4150.0,1.0,89.505,89.48,1,89.48,BUY,89.41,4150,--,1.0,--,2200000000011067.0,--,1.7476263085399537e+18,--,--,--,4150.0,1.0
